MO_1219-Tumor,,,,,,,
CRPC,,,,,,,
?,,,,,,,
,AGPAT5,8p23.1,HOMDEL,4.10%,,,
,ALG1,16p13.3,HOMDEL,1.20%,,,
,ANAPC1,2q12.1,AMP,27.60%,,,
,ANGPT2,8p23.1,HOMDEL,4.10%,,,
,ARHGEF10,8p23,HOMDEL,2.90%,,,
,CAPRIN2,12p11,HOMDEL,1.20%,,,
,CLDN23,8p23.1,HOMDEL,2.90%,,,
,CLN8,8p23,HOMDEL,2.90%,,,
,CSMD1,8p23.2,HOMDEL,4.70%,,,
,CST1,20p11.21,HOMDEL,0.60%,,,
,CST2,20p11.21,HOMDEL,0.60%,,,
,CST4,20p11.21,HOMDEL,0.60%,,,
,CST5,20p11.21,HOMDEL,0.60%,,,
,DDX11,12p11,HOMDEL,0.60%,,,
,DEFA1,8p23.1,HOMDEL,3.50%,,,
,DEFA10P,8p23.1,HOMDEL,3.50%,,,
,DEFA1B,8p23.1,HOMDEL,3.50%,,,
,DEFA3,8p23.1,HOMDEL,3.50%,,,
,DEFA4,8p23,HOMDEL,3.50%,,,
,DEFA5,8p23.1,HOMDEL,3.50%,,,
,DEFA6,8p23.1,HOMDEL,3.50%,,,
,DEFB1,8p23.1,HOMDEL,4.10%,,,
,DEFB103A,8p23.1,HOMDEL,3.50%,,,
,DEFB103B,8p23,HOMDEL,3.50%,,,
,DEFB104A,8p23.1,HOMDEL,3.50%,,,
,DEFB104B,8p23.1,HOMDEL,3.50%,,,
,DEFB105A,8p23.1,HOMDEL,3.50%,,,
,DEFB105B,8p23.1,HOMDEL,3.50%,,,
,DEFB106A,8p23.1,HOMDEL,3.50%,,,
,DEFB106B,8p23.1,HOMDEL,3.50%,,,
,DEFB107A,8p23.1,HOMDEL,3.50%,,,
,DEFB107B,8p23.1,HOMDEL,3.50%,,,
,DEFB109P1B,8p23.1,HOMDEL,3.50%,,,
,DEFB4A,8p23.1,HOMDEL,3.50%,,,
,DEFB4B,8p23.1,HOMDEL,3.50%,,,
,DEFT1P,8p23.1,HOMDEL,3.50%,,,
,DEFT1P2,8p23.1,HOMDEL,3.50%,,,
,DENND5B,12p11.21,HOMDEL,1.20%,,,
,DLGAP2,8p23,HOMDEL,2.90%,,,
,ERICH1,8p23.3,HOMDEL,2.90%,,,
,FAM60A,12p11,HOMDEL,1.20%,,,
,FAM66B,8p23.1,HOMDEL,3.50%,,,
,FAM66E,8p23.1,HOMDEL,3.50%,,,
,FAM86A,16p13.3,HOMDEL,1.80%,,,
,FAM90A10P,8p23.1,HOMDEL,3.50%,,,
,FAM90A13P,8p23.1,HOMDEL,3.50%,,,
,FAM90A14P,8p23.1,HOMDEL,3.50%,,,
,FAM90A18P,8p23.1,HOMDEL,3.50%,,,
,FAM90A19P,8p23.1,HOMDEL,3.50%,,,
,FAM90A20P,8p23.1,HOMDEL,3.50%,,,
,FAM90A5P,8p23.1,HOMDEL,3.50%,,,
,FAM90A7P,8p23.1,HOMDEL,3.50%,,,
,FAM90A8P,8p23.1,HOMDEL,3.50%,,,
,FAM90A9P,8p23.1,HOMDEL,3.50%,,,
,FBXO25,8p23.3,HOMDEL,2.90%,,,
,FKBP1A,20p13,HOMDEL,1.20%,,,
,FLJ13224,12p11.21,HOMDEL,1.20%,,,
